Music_Title,Drum_Kick,Drum_Snare,Drum_HiHat,Drum_Cymbals,Drum_Overheads,Drum_Tom,Drum_Room,Percussion,Bass,Acoustic_Guitar,Electric_Guitar,Piano,Electric_Piano,Brass,String,WoodWind,Other,Lead_Vocal,Backing_Vocal,Unused,Vocal_Quality
Animal,"['01_Kick1.wav', '02_Kick2.wav', '03_Kick3.wav', '04_Kick4.wav']","['05_Snare1.wav', '06_Snare2.wav', '07_Snare3.wav']",[],"['08_Crash1.wav', '09_Crash2.wav', '10_Crash3.wav', '11_Crash4.wav']",[],[],"['12_DrumsRoom.wav', '14_Loops1.wav']","['13_Tambourine.wav', '15_Loops2.wav']","['16_Bass1.wav', '17_Bass2.wav', '18_Bass3.wav', '19_Bass4.wav', '20_Bass5.wav', '21_Bass6.wav']",[],"['22_ElecGtr1.wav', '23_ElecGtr2.wav', '24_ElecGtr3.wav', '25_ElecGtr4.wav', '26_ElecGtr5.wav']",[],[],[],[],[],"['27_Synth1.wav', '28_Synth2.wav', '29_Synth3.wav', '30_Synth4.wav', '31_Synth5.wav', '32_Synth6.wav', '33_SFX01.wav', '34_SFX02.wav', '35_SFX03.wav', '36_SFX04.wav', '37_SFX05.wav', '38_SFX06.wav', '39_SFX07.wav', '40_SFX08.wav', '41_SFX09.wav', '42_SFX10.wav', '43_SFX11.wav', '44_SFX12.wav', '45_SFX13.wav', '46_SFX14.wav', '47_SFX15.wav', '48_SFX16.wav', '49_SFX17.wav', '50_SFX18.wav', '51_SFX19.wav']","['52_LeadVox1.wav', '53_LeadVox1DT.wav', '54_LeadVox2.wav', '55_LeadVox2DT.wav', '56_LeadVox3Hi.wav', '57_LeadVox3Lo.wav']","['58_BackingVox01.wav', '59_BackingVox02.wav', '60_BackingVox03.wav', '61_BackingVox04.wav', '62_BackingVox05.wav', '63_BackingVox06.wav', '64_BackingVox07.wav', '65_BackingVox08.wav', '66_BackingVox09.wav', '67_BackingVox10.wav', '68_BackingVox11.wav', '69_BackingVox12.wav']",[],1
Anomalous Weeping,['01_Kick.wav'],['02_Snare.wav'],['03_HiHat.wav'],['04_Cymbal.wav'],[],[],[],['05_SFXHit.wav'],['06_Bass.wav'],[],[],['08_Piano.wav'],[],[],[],[],"['07_Harp.wav', '09_Synth1.wav', '10_Synth2.wav', '11_Synth3.wav', '12_Synth4.wav']",[],[],[],0
Another Day Calling,['01_Kick.wav'],[],['03_Hat.wav'],['04_Cymbal.wav'],['02_SnareAndCymbal.wav'],[],[],[],"['05_Bass.wav', '06_BassAlt.wav']","['07_Mandolin1.wav', '08_Mandolin1SFX.wav', '09_Mandolin2.wav', '10_Mandolin3.wav', '11_Mandolin4.wav']","['12_ElecGtr1.wav', '13_ElecGtr2.wav', '14_ElecGtr3.wav', '15_ElecGtr4.wav', '16_ElecGtr4DT.wav', '17_ElecGtr5.wav', '18_ElecGtr5DT.wav', '19_ElecGtr6.wav', '20_ElecGtr6DT.wav', '21_ElecGtr7.wav']","['25_Piano1.wav', '26_Piano2.wav']",[],[],['22_Strings.wav'],[],"['23_Synth1.wav', '24_Synth2.wav']","['27_LeadVox.wav', '28_LeadVoxDT.wav', '29_LeadVoxAlt.wav', '30_LeadVoxAltDT.wav']","['31_BackingVox1.wav', '32_BackingVox1DT.wav', '33_BackingVox2.wav', '34_BackingVox2DT.wav', '35_BackingVox3.wav', '36_BackingVox4.wav', '37_BackingVox4DT.wav', '38_BackingVox5.wav', '39_BackingVox6.wav', '40_BackingVox7.wav', '41_BackingVox8.wav', '42_BackingVox9.wav']",[],1
Another Life,"['01_KickIn.wav', '02_KickOut.wav']","['03_SnareUp.wav', '04_SnareDown.wav']",[],"['08_Ride.wav', '10_ReverseCymbal.wav']",['09_Overheads.wav'],"['05_Tom1.wav', '06_Tom2.wav', '07_Tom3.wav']",[],[],"['11_BassAmp.wav', '12_BassDI.wav']",[],"['13_ElecGtr01.wav', '14_ElecGtr02.wav', '15_ElecGtr03.wav', '16_ElecGtr04.wav', '17_ElecGtr05Mics1.wav', '18_ElecGtr05Mics2.wav', '19_ElecGtr06.wav', '20_ElecGtr06DT.wav', '21_ElecGtr07.wav', '22_ElecGtr07DT.wav', '23_ElecGtr08.wav', '24_ElecGtr08DT.wav', '25_ElecGtr09.wav', '26_ElecGtr10Ebow.wav']",[],[],[],"['27_Strings1.wav', '28_Strings2.wav', '29_Strings3.wav', '30_Strings4.wav']",[],['31_Synth.wav'],[],[],[],0
Another Way,['02_Kick.wav'],"['03_Snare1.wav', '04_Snare2.wav', '05_Snare3.wav', '06_Snare4.wav', '07_SnareSFX.wav']",['09_HiHat.wav'],"['10_Cymbals1.wav', '11_Cymbals2.wav', '12_Cymbals3.wav']",[],[],[],"['01_Break.wav', '08_Anvil.wav']",['18_Bass3.wav'],[],[],[],[],[],"['22_Strings1.wav', '23_Strings2.wav']",[],"['13_SFX1.wav', '14_SFX2.wav', '15_SFX3.wav', '16_Bass1.wav', '17_Bass2.wav', '19_Synth1.wav', '20_Synth2.wav', '21_Synth3.wav']",[],['24_Vox.wav'],[],1
Arto,[],[],[],[],[],[],[],"['05_Percussion1.wav', '06_Percussion2.wav', '07_Percussion3.wav', '08_Percussion4.wav', '09_Percussion5.wav', '10_Tambourine.wav', '11_TambourineBrush.wav']",[],[],[],[],[],[],[],[],"['01_Synth1.wav', '02_Synth2.wav', '03_Synth3.wav', '04_Synth4.wav']",[],[],[],0
Asiza,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['01_Narration.wav', '02_AsizaBreathing.wav', '03_LakeAmbience.wav', '05_HighwayAmbience.wav', '06_PartyWalla.wav', '09_OfficeAmbience.wav', '10_StumblingGrass.wav', '11_StumblingWood.wav', '12_Knocking.wav', '13_Door.wav', '14_RunningRobert.wav', '15_RunningAsiza.wav', '16_AsizaGiggles.wav', '18_Flock.wav', '19_ToyHelicopter.wav', '20_ToyCar.wav', '21_TreeChopFall.wav', '22_AsizaSobbing.wav', '23_AsizaRunningSnow.wav', '24_Bulldozer.wav', '25_Music.wav', '04_ForestAmbience.wav', '07_WinterForestAmbience.wav', '08_ClassroomAmbience.wav', '17_ClimbingTree.wav']",0
Atrophy,['01_Kick.wav'],"['02_SnareUp.wav', '03_SnareDown.wav']",['04_HiHat.wav'],['07_Ride.wav'],['05_Overheads.wav'],"['08_Tom1.wav', '09_Tom2.wav', '10_Tom3.wav']",['06_DrumsRoom.wav'],[],['11_Bass.wav'],[],"['12_ElecGtr1.wav', '13_ElecGtr2.wav', '14_ElecGtr3.wav', '15_ElecGtr4.wav', '16_ElecGtr5.wav', '17_ElecGtr6.wav']",[],"['18_ElecPiano1.wav', '19_ElecPiano2.wav']",[],[],[],"['20_Synth1.wav', '21_Synth2.wav']",['22_LeadVox.wav'],[],[],1
Attention,['01_Kick.wav'],"['02_SnareUp.wav', '03_SnareDown.wav', '04_SnareSample1.wav', '05_SnareSample2.wav', '06_SnareSample3.wav', '07_SnareSample4.wav']",['08_HiHat.wav'],[],"['10_Overheads.wav', '12_DrumsSquash.wav', '13_DrumsVerb.wav']",['09_Toms.wav'],['11_DrumsRoom.wav'],[],['14_Bass.wav'],['21_AcousticGtr.wav'],"['15_ElecGtr1.wav', '16_ElecGtr1DT.wav', '17_ElecGtr2.wav', '18_ElecGtr3.wav', '19_ElecGtr4.wav', '20_ElecGtr5.wav']",['22_Piano.wav'],[],[],[],[],"['23_Hammond.wav', '24_SynthBells.wav', '25_SFX1.wav', '26_SFX2.wav', '27_SFX3.wav', '28_SFX4.wav', '29_SFX5.wav', '30_SFX6.wav']",[],[],[],0
Aureus Necrosis,['01_Kick.wav'],"['02_SnareUp.wav', '03_SnareDown.wav']",['04_HiHat.wav'],[],['10_Overheads.wav'],"['05_Tom1.wav', '06_Tom2.wav', '07_Tom3.wav', '08_Tom4.wav', '09_Tom5.wav']",['11_DrumsRoom.wav'],[],['12_BassDI.wav'],[],"['13_ElecGtr1.wav', '14_ElecGtr1DI.wav', '15_ElecGtr1DT.wav', '16_ElecGtr1DTDI.wav', '17_ElecGtr2.wav', '18_ElecGtr2DI.wav', '19_ElecGtr3.wav', '20_ElecGtr3DI.wav', '21_ElecGtr4.wav', '22_ElecGtr4DI.wav', '23_ElecGtr5.wav', '24_ElecGtr5DI.wav']",['29_Piano.wav'],['28_Organ.wav'],[],[],[],"['25_Bells.wav', '30_Synth.wav']",[],"['26_Choir1.wav', '27_Choir2.wav']",[],1
Away,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['01_MainXYPair.wav', '02_CloseMicLeft.wav', '03_CloseMicRight.wav']",0
Ayni Nehirde,['01_Kick.wav'],['02_Snare.wav'],['03_HiHat.wav'],['04_Ride.wav'],['05_Overheads.wav'],"['06_Tom1.wav', '07_Tom2.wav', '08_Tom3.wav']",[],[],['09_Bass.wav'],"['10_AcousticGtr.wav', '11_AcousticGtrDT.wav']","['12_ElecGtr1.wav', '13_ElecGtr2.wav', '14_ElecGtr3.wav', '15_ElecGtr4.wav', '16_ElecGtr5.wav', '17_ElecGtr6.wav', '18_ElecGtr7.wav']",['19_Piano.wav'],['20_ElecPiano.wav'],[],[],[],['21_Hammond.wav'],"['22_Vox1.wav', '23_Vox2.wav', '24_Vox3.wav', '25_Vox4.wav', '26_Vox5.wav', '27_Vox6.wav', '28_Vox7.wav']",[],[],1
Back Down,['01_Kick.wav'],['02_Snare.wav'],"['03_HiHat1.wav', '04_HiHat2.wav', '05_HiHat3.wav', '06_HiHat4.wav']",[],[],[],[],[],['07_Bass.wav'],[],[],['10_Piano.wav'],['11_Organ.wav'],[],[],[],"['08_Synth1.wav', '09_Synth2.wav']",['12_Vox1.wav'],"['13_Vox1DT.wav', '14_Vox2.wav', '15_Vox3.wav', '16_Vox3DT.wav', '17_Vox4.wav', '18_Vox4DT.wav', '19_Vox5.wav', '20_Vox5DT1.wav', '21_Vox5DT2.wav', '22_Vox6.wav', '23_Vox6DT.wav', '24_VoxSFX.wav']",[],1
Back From The Start,"['01_KickIn.wav', '02_KickOut.wav']","['03_SnareUp.wav', '04_SnareDown.wav']",[],[],"['07_Overheads.wav', '08-130624_1035.wav', '11-130624_1035.wav']","['05_Tom1.wav', '06_Tom2.wav']","['08_DrumsRoomStereo.wav', '09_DrumsRoomMono.wav']","['10_Percussion.wav', '11_DjembeFX.wav']",['12_Bass.wav'],['16_AcousticGtr.wav'],"['14_ElecGtrClose.wav', '15_ElecGtrFar.wav', '15-130624_1040.wav']",[],['13_Rhodes.wav'],[],[],[],[],['17_LeadVox.wav'],"['18_BackingVox1.wav', '19_BackingVox2.wav', '20_BackingVox3.wav', '21_BackingVox4.wav', '22_BackingVox5.wav', '23_BackingVox6.wav']",[],1
Back Home To Blue,['01_Kick.wav'],['02_Snare.wav'],[],[],['03_Overheads.wav'],[],['04_DrumsRoom.wav'],[],['05_Bass.wav'],['06_AcGtr.wav'],"['07_ElecGtr1Mic1.wav', '08_ElecGtr1Mic2.wav', '09_ElecGtr2.wav', '10_ElecGtr3Mic1.wav', '11_ElecGtr3Mic2.wav', '12_ElecGtr4Mic1.wav', '13_ElecGtr4Mic2.wav', '14_ElecGtr5Mic1.wav', '15_ElecGtr5Mic2.wav']",[],[],[],[],[],[],"['16_LeadVox.wav', '17_LeadVoxDT.wav']","['18_BackingVox1.wav', '19_BackingVox1DT.wav', '20_BackingVox2.wav', '21_BackingVox2DT.wav']",[],1
Back In Time,['01_Kick.wav'],['02_Snare.wav'],[],[],"['06_OverheadMono.wav', '07_OverheadsStereo.wav']","['03_Tom1.wav', '04_Tom2.wav', '05_Tom3.wav']",['08_DrumsRoom.wav'],[],"['09_BassDI.wav', '10_BassAmp.wav']",[],"['11_ElecGtr.wav', '12_ElecGtr1.wav', '13_ElecGtr1FX.wav', '14_ElecGtr2.wav', '15_ElecGtr3.wav', '16_ElecGtr3DT.wav', '17_ElecGtr4.wav', '18_ElecGtr5.wav']",[],[],[],['19_Strings.wav'],[],"['20_Synth1.wav', '21_Synth2.wav', '22_Synth3.wav', '23_Synth4.wav', '24_Synth5.wav']",[],[],[],0
Backroom In Tulsa,"['01_KickFront.wav', '02_KickBack.wav']",['03_Snare.wav'],['04_Hat.wav'],[],['07_Overheads.wav'],"['05_Tom1.wav', '06_Tom2.wav']","['08_RoomMono1.wav', '09_RoomMono2.wav', '10_RoomStereo.wav']",[],"['11_BassDI.wav', '12_BassMic1.wav', '13_BassMic2.wav']",['16_AcousticGtr.wav'],"['15_PedalSteel.wav', '17_ElecGtr1.wav', '18_ElecGtr2Close.wav', '19_ElecGtr2Far.wav']",['14_Piano.wav'],[],[],[],[],[],"['20_LeadVoxScratch.wav', '21_LeadVox.wav']",[],[],0
Banana Split,"['01_KickIn.wav', '02_KickOut.wav', '03_KickSample.wav', '07_KickSnare.wav']","['04_SnareUp1.wav', '05_SnareUp2.wav', '06_SnareDown.wav']",['08_HiHat.wav'],[],"['12_Overheads1.wav', '13_Overheads2.wav']","['09_Tom1.wav', '10_Tom2.wav', '11_Tom3.wav']","['14_DrumsRoomStereo.wav', '15_DrumsRoomMono.wav']","['16_Shaker.wav', '17_Tamb1.wav', '18_Tamb2.wav']","['20_BassDI.wav', '21_BassAmp.wav']","['22_AcousticGtr1.wav', '23_AcousticGtr2.wav', '24_AcousticGtr2DT.wav', '25_AcousticGtr3.wav', '26_AcousticGtr3DT.wav']","['27_ElecGtr1.wav', '28_ElecGtr1DT.wav', '29_ElecGtr2.wav', '30_ElecGtr3.wav', '31_ElecGtr3DT.wav', '32_ElecGtr4.wav', '33_ElecGtr5.wav', '34_ElecGtr5DT.wav']",[],[],[],[],[],"['19_SFX.wav', '35_Synth1.wav', '36_Synth2.wav', '37_Synth3.wav', '38_Synth4.wav', '39_Synth5.wav', '40_Beep.wav']","['41_LeadVox1.wav', '42_LeadVox2.wav']","['43_BackingVox1.wav', '44_BackingVox1DT.wav', '45_BackingVox2.wav', '46_BackingVox2DT.wav', '47_BackingVox3.wav', '48_BackingVox4.wav']",[],1
Bannockburn,"['01_Kick1.wav', '02_Kick2.wav']","['03_SnareUp.wav', '04_SnareDown.wav', '05_SnareSample.wav']",['06_HiHat.wav'],"['07_Ride.wav', '17_CymbalSample.wav']",['08_Overheads.wav'],"['11_Tom1.wav', '12_Tom1Sample.wav', '13_Tom2.wav', '14_Tome2Sample.wav', '15_Tom3.wav', '16_Tom3Sample.wav']","['09_DrumsRoom1.wav', '10_DrumsRoom2.wav']",[],"['18_BassDI.wav', '19_BassAmp.wav']",[],"['20_ElecGtr1DI.wav', '21_ElecGtr1Mic1.wav', '22_ElecGtr1Mic2.wav', '23_ElecGtr2DI.wav', '24_ElecGtr2Mic1.wav', '25_ElecGtr2Mic2.wav', '26_ElecGtr3DI.wav', '27_ElecGtr3Mic1.wav', '28_ElecGtr3Mic2.wav', '29_ElecGtr4DI.wav', '30_ElecGtr4Mic1.wav', '31_ElecGtr4Mic2.wav', '32_ElecGtr5DI.wav', '33_ElecGtr5Mic1.wav', '34_ElecGtr5Mic2.wav', '35_ElecGtr6D.wav', '36_ElecGtr6Mic1.wav', '37_ElecGtr6Mic2.wav']",[],[],[],['38_SynthStrings.wav'],[],[],"['40_LeadVox.wav', '41_LeadVoxDT.wav']","['39_SynthChoir.wav', '42_BackingVox1.wav', '43_BackingVox2.wav']",[],1
Believer,[],[],[],[],[],[],['Room-AR70.wav'],[],"['Bass-Active DI.wav', 'Bass-M60.wav']","['Acoustic Guitar-Ela M 260.wav', 'Banjo-CU29.wav', 'Mandolin-Ela M 251.wav']",[],[],[],[],['Violin-C12.wav'],[],[],['Vocals-Acoustic Guitar-Proto.wav'],"['Vocals-Banjo-Proto.wav', 'Vocals-Bass-Proto.wav', 'Vocals-Mando-Proto.wav']",[],0
Bess,"['01_KickIn.wav', '02_KickOut.wav']","['03_SnareUp.wav', '04_SnareDown.wav']",['05_HiHat.wav'],[],['09_Overheads.wav'],"['06_Tom1.wav', '07_Tom2.wav', '08_Tom3.wav']",[],[],"['10_BassMic.wav', '11_BassDI.wav']",[],[],"['12_PianoMics1.wav', '13_PianoMics2.wav']",[],"['15_Trombone.wav', '16_Trumpet.wav']",[],['14_Clarinet.wav'],[],[],[],[],0
Better Way,"['01_Kick.wav', '02_KickAmb.wav']",[],[],[],['03_SnareCymbals.wav'],[],[],"['04_Tambourine.wav', '05_TambourineAmb.wav', '06_Shaker.wav', '07_FingerClicks1.wav', '08_FingerClicks2.wav', '09_FingerClicks3.wav', '10_FingerClicks4.wav', '11_Claps1.wav', '12_Claps2.wav', '13_Claps3.wav', '14_Claps4.wav', '15_Claps5.wav', '16_Claps6.wav', '17_Claps7.wav', '18_Claps8.wav']",['19_Bass.wav'],"['20_Guitalele.wav', '21_AcousticGtr1.wav', '22_AcousticGtr2.wav', '23_AcousticGtr3.wav']","['24_ElecGtr1.wav', '25_ElecGtr2.wav', '26_ElecGtr3.wav', '27_ElecGtr4.wav']",['28_Piano.wav'],[],[],[],[],[],"['29_LeadVox.wav', '30_LeadVoxDT.wav']","['31_BackingVox01.wav', '32_BackingVox02.wav', '33_BackingVox03.wav', '34_BackingVox04.wav', '35_BackingVox05.wav', '36_BackingVox06.wav', '37_BackingVox07.wav', '38_BackingVox08.wav', '39_BackingVox09.wav', '40_BackingVox10.wav', '41_BackingVox11.wav', '42_BackingVox12.wav', '43_BackingVox13.wav', '44_BackingVox14.wav', '45_BackingVox15.wav', '46_BackingVox16.wav']",[],1
Better,['01_Kicks.wav'],['04_Snares.wav'],[],[],"['02_Breaks.wav', '03_DrumLoop.wav']",[],[],[],['08_Bass.wav'],[],[],[],[],[],[],[],"['05_SFX1.wav', '06_SFX2.wav', '07_SFX3.wav', '09_Synth1.wav', '10_Synth2.wav', '11_Synth3.wav', '12_Synth4.wav']","['13_LeadVox1.wav', '14_LeadVox2.wav']","['15_BackingVox01.wav', '16_BackingVox02.wav', '17_BackingVox03.wav', '18_BackingVox04.wav', '19_BackingVox05.wav', '20_BackingVox06.wav', '21_BackingVox07.wav', '22_BackingVox08.wav', '23_BackingVox09.wav', '24_BackingVox10.wav', '25_BackingVox11.wav', '26_BackingVox12.wav', '27_BackingVox13.wav', '28_BackingVox14.wav']",[],1
Big Dummy Shake,"['01_KickSample.wav', '04_KickIn.wav', '05_KickOut.wav']","['02_SnareSample.wav', '06_SnareDown.wav', '07_SnareUp.wav']","['03_HiHatSample.wav', '08_HiHat.wav']","['13_Cymbal.wav', '19_RevCymbal.wav']",['09_Overheads.wav'],['12_Tom.wav'],"['10_DrumsRoom1.wav', '11_DrumsRoom2.wav']","['14_Woodblock.wav', '15_Cowbell.wav', '16_Shaker.wav', '17_Tambourine.wav', '18_Claps.wav']",['20_BassDI.wav'],[],"['22_ElecGtr1.wav', '23_ElecGtr2.wav', '24_ElecGtr3.wav', '25_ElecGtr4.wav', '26_ElecGtr5.wav', '27_ElecGtr6.wav', '28_ElecGtr7.wav']",[],['21_Rhodes.wav'],[],[],[],[],['29_LeadVox.wav'],"['30_BackingVox1.wav', '31_BackingVox2.wav', '32_BackingVox3.wav', '33_BackingVox4.wav', '34_BackingVox5.wav']",[],1
Big Man's Death,"['01_KickBeater.wav', '02_KickOut.wav']","['03_SnareUp.wav', '04_SnareDown.wav']",['05_HiHat.wav'],"['08_Cymbal1.wav', '09_Cymbal2.wav']",[],"['06_Tom1.wav', '07_Tom2.wav']",[],[],"['10_BassDI.wav', '11_BassAmp.wav']","['12_ AcousticGtr1Mic.wav', '13_ AcousticGtr1DI.wav', '14_ AcousticGtr2Mic.wav', '15_ AcousticGtr2DI.wav']",[],[],[],[],[],[],[],"['16_LeadVox.wav', '17_LeadVoxFX.wav']",[],[],1
Bill Ashton's Much Too Much,['01_Kick.wav'],['02_Snare.wav'],[],[],['03_Overheads.wav'],[],['13_Room.wav'],[],['04_Bass.wav'],[],['05_Guitar.wav'],['06_Piano.wav'],[],"['07_Saxophone1.wav', '08_Saxophone2.wav', '09_Saxophone3.wav', '10_Trumpet1.wav', '11_Trumpet2.wav', '12_Trombone.wav']",[],[],[],"['14_LeadVoxScratch.wav', '15_LeadVoxOverdub.wav']",[],[],1
Bitch Is Paranoid,"['01_Kick1.wav', '02_Kick2.wav', '03_Snare1.wav']",['04_Snare2.wav'],['06_HiHatSFX.wav'],['05_CymbalSFX.wav'],[],[],[],"['07_Loop.wav', '08_Breaks.wav']","['19_Bass1Lo.wav', '20_Bass1Hi.wav', '21_Bass2.wav', '22_Bass3.wav', '23_Bass4.wav', '24_Bass5.wav', '25_Bass6.wav', '26_Bass7.wav']",[],"['33_ElecGtr1.wav', '34_ElecGtr2.wav', '35_ElecGtr3.wav', '36_ElecGtr4.wav']",[],[],[],[],[],"['09_SFX01.wav', '10_SFX02.wav', '11_SFX03.wav', '12_SFX04.wav', '13_SFX05.wav', '14_SFX06.wav', '15_SFX07.wav', '16_SFX08.wav', '17_SFX09.wav', '18_SFX10.wav', '27_Synth1.wav', '28_Synth2.wav', '29_Synth3.wav', '30_Synth4.wav', '31_Synth5.wav', '32_Synth6.wav']","['37_LeadVox1a.wav', '38_LeadVox1b.wav', '39_LeadVox2.wav', '40_LeadVox3.wav', '41_LeadVox3DT.wav', '42_LeadVox4.wav']","['43_BackingVox01.wav', '44_BackingVox01DT1.wav', '45_BackingVox01DT2.wav', '46_BackingVox02.wav', '47_BackingVox02DT.wav', '48_BackingVox03.wav', '49_BackingVox03DT.wav', '50_BackingVox04.wav', '51_BackingVox04DT.wav', '52_BackingVox05.wav', '53_BackingVox06.wav', '54_BackingVox07.wav', '55_BackingVox07DT.wav', '56_BackingVox08.wav', '57_BackingVox09.wav', '58_BackingVox09DT.wav', '59_BackingVox10.wav', '60_BackingVox10DT.wav', '61_BackingVox11.wav', '62_BackingVox12.wav', '63_BackingVox12DT1.wav', '64_BackingVox12DT2.wav', '65_VoxSFX1.wav', '66_VoxSFX2.wav']",[],1
Bitter,"['01_KickIn.wav', '02_KickOut.wav', '03_KickSub.wav']","['04_SnareUp.wav', '05_SnareDown.wav', '06_SnareSample.wav']",['07_HiHat.wav'],['20_RevCymbal.wav'],"['12_OverheadsStereo.wav', '13_OverheadsMono.wav']","['08_Tom1.wav', '09_Tom2.wav', '10_Tom3.wav', '11_Tom4.wav']",['14_DrumsRoom.wav'],"['15_Tambourine.wav', '16_Shaker.wav']","['17_BassDI.wav', '18_BassDist.wav', '19_BassAmp.wav']","['33_AcousticGtr.wav', '34_AcousticGtrDT.wav']","['21_ElecGtr01Amp1.wav', '22_ElecGtr01Amp2.wav', '23_ElecGtr02.wav', '24_ElecGtr03.wav', '25_ElecGtr04.wav', '26_ElecGtr05.wav', '27_ElecGtr06.wav', '28_ElecGtr07.wav', '29_ElecGtr08.wav', '30_ElecGtr09.wav', '31_ElecGtr10Amp1.wav', '32_ElecGtr10Amp2.wav']",[],['35_Rhodes.wav'],[],[],[],['36_Hammond.wav'],"['37_LeadVox.wav', '38_LeadVoxDT1.wav', '39_LeadVoxDT2.wav']","['40_BackingVox1.wav', '41_BackingVox1DT.wav', '42_BackingVox2.wav', '43_BackingVox2DT.wav', '44_BackingVox3.wav', '45_BackingVox3DT.wav', '46_BackingVox4.wav', '47_BackingVox4DT.wav', '48_BackingVox5.wav']",[],1
Black Out Betty,"['01_KickIn.wav', '02_KickOut.wav']","['03_SnareUp.wav', '04_SnareDown.wav']",['05_HiHat.wav'],[],['06_Overheads.wav'],"['09_Tom1.wav', '10_Tom2.wav']","['07_DrumsRoom1.wav', '08_DrumsRoom2.wav']",[],"['11_BassDI.wav', '12_BassAmp.wav']",[],"['13_ElecGtr1.wav', '14_ElecGtr2.wav', '15_ElecGtr3.wav', '16_ElecGtr4.wav', '17_ElecGtr5.wav', '18_ElecGtr6.wav']",[],[],[],[],[],[],"['19_LeadVox1.wav', '20_LeadVox2.wav']","['21_BackingVox1.wav', '22_BackingVox2.wav', '23_BackingVox3.wav', '24_BackingVox4.wav', '25_BackingVox5.wav']",[],1
Blood To Bone,['01_Kick.wav'],"['02_SnareUp.wav', '03_SnareDown.wav']",[],[],['04_Overheads.wav'],"['06_Tom1.wav', '07_Tom2.wav']",['05_DrumRoom.wav'],[],"['08_BassDI.wav', '09_BassAmp1.wav', '10_BassAmp2.wav']",[],"['11_Gtr1Amp1.wav', '12_Gtr1Amp2.wav', '13_Gtr1Amp3.wav', '14_Gtr2Amp1.wav', '15_Gtr2Amp2.wav', '16_Gtr3Amp1.wav', '17_Gtr3Amp2.wav', '18_Gtr3Amp3.wav', '19_Gtr3Amp4.wav']",[],[],[],[],[],[],"['20_LeadVox.wav', '21_LeadVoxDoubletrack.wav']","['22_BackingVox1.wav', '23_BackingVox2.wav']",[],1
Bloodshed,['01_Kick.wav'],"['02_SnareUp.wav', '03_SnareDown.wav']",['04_HiHat.wav'],['12_Cymbal.wav'],['10_Overheads.wav'],"['05_Tom1.wav', '06_Tom2.wav', '07_Tom3.wav', '08_Tom4.wav', '09_Tom5.wav']",['11_DrumsRoom.wav'],"['13_Gong.wav', '15_BassDrum.wav', '16_Timpani.wav']",['17_Bass.wav'],[],"['18_ElecGtr1.wav', '19_ElecGtr1DI.wav', '20_ElecGtr1DT.wav', '21_ElecGtr1DTDI.wav', '22_ElecGtr2.wav', '23_ElecGtr2DI.wav', '24_ElecGtr3.wav', '25_ElecGtr3DI.wav', '26_ElecGtr4.wav', '27_ElecGtr4DI.wav', '28_ElecGtr4DT.wav', '29_ElecGtr4DTDI.wav']",['36_Piano.wav'],['32_Organ.wav'],[],[],[],"['14_Bells.wav', '33_Synth1.wav', '34_Synth2.wav', '35_Synth3.wav']",[],"['30_Choir1.wav', '31_Choir2.wav']",[],1
Blue,"['01_KickIn.wav', '02_KickOut.wav', '03_KickSub.wav']","['04_SnareUp1.wav', '05_SnareUp2.wav', '06_SnareDown.wav']",['11_HiHat.wav'],[],['12_Overheads.wav'],"['07_Tom1.wav', '08_Tom2.wav', '09_Tom3.wav', '10_Tom4.wav']","['13_DrumsRoom1.wav', '14_DrumsRoom2.wav']",[],['11_Bass.wav'],[],"['16_ElecGtr1.wav', '17_ElecGtr2.wav']",[],"['18_Vibes.wav', '19_Rhodes.wav', '20_ToyPiano.wav']",[],[],[],[],['21_LeadVox.wav'],"['22_BackingVox1.wav', '23_BackingVox2.wav']",[],1
